id,gene,cell,nsnp,b,se,CIlower,Ciupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4(PWCOCO),ldcheck,H4 (conventional coloc)
"HLA-DRB1_T cell, CD4, TH17",HLA-DRB1,"T cell, CD4, TH17",1,0.174277315,0.042144947,NA,NA,3.55E-05,NA,NA,NA,NA,NA,NA,NA,0.091673219,0.256881411,1.190385632,1.09600661,1.292891795,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HLA-DRB1_T cell, CD4, TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.36E-11,1,1
"Y_RNA_ENSG00000199332_T cell, CD4, TH1 TH17",Y,RNA,2,-0.147981901,0.034583845,-0.215764992,-0.080198811,1.88E-05,NA,NA,NA,NA,NA,17.46327929,2.93E-05,-0.215766237,-0.080197565,0.862446724,0.805923675,0.922933989,0.014773355,Cervical cancer,finn-b-C3_CERVIX_UTERI,"Y_RNA_ENSG00000199332_T cell, CD4, TH1 TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.76E-06,1,1
"MICA_T cell, CD4, TFH",MICA,"T cell, CD4, TFH",2,-0.120225017,0.0311849,-0.181346297,-0.059103737,0.00011562,NA,NA,NA,NA,NA,20.90972105,4.81E-06,-0.181347421,-0.059102614,0.886720887,0.834145509,0.942610039,0.036003589,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, TFH_Cervical cancer_finn-b-C3_CERVIX_UTERI",5.72E-05,1,1
"MICA_T cell, CD4, naive",MICA,"T cell, CD4, naive",2,-0.114681507,0.029728896,-0.172949071,-0.056413942,0.000114517,NA,NA,NA,NA,NA,20.89163242,4.86E-06,-0.172950142,-0.056412871,0.891650083,0.841179553,0.94514883,0.036003589,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.14E-06,1,1
"MICA_T cell, CD4, TH1",MICA,"T cell, CD4, TH1",2,-0.125974751,0.031808179,-0.188317636,-0.063631866,7.48E-05,NA,NA,NA,NA,NA,20.087357,7.40E-06,-0.188318781,-0.063630721,0.881637107,0.828350602,0.938351449,0.028228728,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, TH1_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.75E-06,1,1
"MICA_T cell, CD4, TH1 TH17",MICA,"T cell, CD4, TH1 TH17",2,-0.118178745,0.030054646,-0.177084769,-0.059272722,8.42E-05,NA,NA,NA,NA,NA,20.31089477,6.58E-06,-0.177085851,-0.05927164,0.888537216,0.837707863,0.942450727,0.029267216,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, TH1 TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.76E-06,1,1
"MICA_NK cell, CD56dim CD16+",MICA,"NK cell, CD56dim CD16+",2,-0.150810739,0.03545102,-0.220293461,-0.081328017,2.10E-05,NA,NA,NA,NA,NA,17.67551322,2.62E-05,-0.220294737,-0.08132674,0.86001045,0.8022823,0.921892423,0.015689095,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_NK cell, CD56dim CD16+_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.14E-06,1,1
"MICA_T cell, CD4, TH2",MICA,"T cell, CD4, TH2",2,-0.116352679,0.03079771,-0.176715081,-0.055990277,0.000158115,NA,NA,NA,NA,NA,21.49951161,3.54E-06,-0.17671619,-0.055989168,0.890161227,0.838017589,0.945549378,0.048231496,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, TH2_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.43E-06,1,1
"MICA_T cell, CD4, memory TREG",MICA,"T cell, CD4, memory TREG",2,-0.118597805,0.030049421,-0.177493587,-0.059702022,7.92E-05,NA,NA,NA,NA,NA,20.1956314,6.99E-06,-0.17749467,-0.05970094,0.888164945,0.837365463,0.94204622,0.028879211,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, memory TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.24E-06,1,1
"MICA_B cell, naive",MICA,"B cell, naive",2,-0.141223191,0.03440859,-0.208662789,-0.073783593,4.06E-05,NA,NA,NA,NA,NA,18.92725185,1.36E-05,-0.208664029,-0.073782354,0.868295494,0.811667887,0.928873838,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_B cell, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.95E-06,1,1
"HCG27_Monocyte, non-classical",HCG27,"Monocyte, non-classical",1,-0.178737665,0.045653184,NA,NA,9.04E-05,NA,NA,NA,NA,NA,NA,NA,-0.268217906,-0.089257424,0.836325268,0.764741121,0.9146101,0.030013408,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_Monocyte, non-classical_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.97E-06,1,1
"HCG27_NK cell, CD56dim CD16+",HCG27,"NK cell, CD56dim CD16+",1,-0.185215667,0.041441453,NA,NA,7.85E-06,NA,NA,NA,NA,NA,NA,NA,-0.266440915,-0.103990419,0.830925062,0.766101268,0.901233932,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_NK cell, CD56dim CD16+_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.14E-06,1,1
"HCG27_T cell, CD4, TH17",HCG27,"T cell, CD4, TH17",1,-0.195443603,0.043729923,NA,NA,7.85E-06,NA,NA,NA,NA,NA,NA,NA,-0.281154252,-0.109732954,0.822469727,0.75491188,0.896073396,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.93E-06,1,1
"HCG27_T cell, CD4, naive TREG",HCG27,"T cell, CD4, naive TREG",1,-0.214203607,0.047927418,NA,NA,7.85E-06,NA,NA,NA,NA,NA,NA,NA,-0.308141346,-0.120265868,0.80718402,0.734811448,0.886684665,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, naive TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.74E-06,1,1
"HCG27_T cell, CD4, TH2",HCG27,"T cell, CD4, TH2",1,-0.199594956,0.044658776,NA,NA,7.85E-06,NA,NA,NA,NA,NA,NA,NA,-0.287126157,-0.112063755,0.819062442,0.750417052,0.893987259,0.009021523,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, TH2_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.44E-06,1,1
"HCG27_T cell, CD4, memory TREG",HCG27,"T cell, CD4, memory TREG",1,-0.202437104,0.046316255,NA,NA,1.24E-05,NA,NA,NA,NA,NA,NA,NA,-0.293216964,-0.111657244,0.816737851,0.745860298,0.894350749,0.011566776,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, memory TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.24E-06,1,1
"MICA_Monocyte, non-classical",MICA,"Monocyte, non-classical",2,-0.126644029,0.032621193,-0.190580393,-0.062707664,0.000103489,NA,NA,NA,NA,NA,20.63674759,5.55E-06,-0.190581568,-0.062706489,0.881047244,0.826478341,0.939219104,0.033627231,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_Monocyte, non-classical_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.66E-06,1,1
"MICA_T cell, CD8, naive",MICA,"T cell, CD8, naive",2,-0.126066179,0.031358822,-0.18752834,-0.064604018,5.82E-05,NA,NA,NA,NA,NA,19.54735513,9.81E-06,-0.18752947,-0.064602889,0.881556504,0.829004687,0.937439657,0.022880267,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD8, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.11E-06,1,1
"MICA_T cell, CD4, naive TREG",MICA,"T cell, CD4, naive TREG",2,-0.12607446,0.031243716,-0.187311018,-0.064837901,5.46E-05,NA,NA,NA,NA,NA,19.42591646,1.05E-05,-0.187312144,-0.064836776,0.881549204,0.829184871,0.937220428,0.022039624,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_T cell, CD4, naive TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.74E-06,1,1
"MICA_Monocyte, classical",MICA,"Monocyte, classical",2,-0.122836245,0.031312025,-0.184206686,-0.061465805,8.75E-05,NA,NA,NA,NA,NA,20.35400011,6.44E-06,-0.184207813,-0.061464677,0.884408477,0.831762934,0.940386162,0.029711491,Cervical cancer,finn-b-C3_CERVIX_UTERI,"MICA_Monocyte, classical_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.63E-06,1,1
"HLA-DRB1_NK cell, CD56dim CD16+",HLA-DRB1,"NK cell, CD56dim CD16+",1,0.225058476,0.053778819,NA,NA,2.85E-05,NA,NA,NA,NA,NA,NA,NA,0.119651991,0.33046496,1.252395949,1.127104541,1.391615024,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HLA-DRB1_NK cell, CD56dim CD16+_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.06E-11,1,1
"HLA-DQA1_T cell, CD4, naive TREG",HLA-DQA1,"T cell, CD4, naive TREG",1,-0.149494626,0.037769145,NA,NA,7.55E-05,NA,NA,NA,NA,NA,NA,NA,-0.223522151,-0.075467102,0.861143066,0.799697178,0.927310237,0.028228728,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HLA-DQA1_T cell, CD4, naive TREG_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.02E-10,1,1
"HLA-DPA2_B cell, naive",HLA-DPA2,"B cell, naive",1,-0.22618537,0.054638903,NA,NA,3.48E-05,NA,NA,NA,NA,NA,NA,NA,-0.333277621,-0.11909312,0.797570242,0.716571231,0.887725132,0.018882186,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HLA-DPA2_B cell, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",1.13E-09,1,1
"XXbac-BPG299F13.17_B cell, naive",XXbac-BPG299F13.17,"B cell, naive",1,0.218307888,0.050797036,NA,NA,1.73E-05,NA,NA,NA,NA,NA,NA,NA,0.118745698,0.317870078,1.243970012,1.126083516,1.374197711,0.014334035,Cervical cancer,finn-b-C3_CERVIX_UTERI,"XXbac-BPG299F13.17_B cell, naive_Cervical cancer_finn-b-C3_CERVIX_UTERI",2.95E-06,1,1
"HCG27_T cell, CD4, TFH",HCG27,"T cell, CD4, TFH",1,-0.199226273,0.046357025,NA,NA,1.73E-05,NA,NA,NA,NA,NA,NA,NA,-0.290086041,-0.108366505,0.819364473,0.748199189,0.897298672,0.014334035,Cervical cancer,finn-b-C3_CERVIX_UTERI,"HCG27_T cell, CD4, TFH_Cervical cancer_finn-b-C3_CERVIX_UTERI",5.71E-05,1,1
"ORMDL3_T cell, CD4, TH17",ORMDL3,"T cell, CD4, TH17",1,-0.168708214,0.038411245,NA,NA,1.12E-05,NA,NA,NA,NA,NA,NA,NA,-0.243994254,-0.093422173,0.844755356,0.783492136,0.9108089,0.011183512,Cervical cancer,finn-b-C3_CERVIX_UTERI,"ORMDL3_T cell, CD4, TH17_Cervical cancer_finn-b-C3_CERVIX_UTERI",0.290500279,1,1
"IVD_T cell, CD4, naive TREG",IVD,"T cell, CD4, naive TREG",1,-0.09260512,0.020597901,NA,NA,6.93E-06,NA,NA,NA,NA,NA,NA,NA,-0.132977007,-0.052233233,0.911553383,0.875485222,0.949107478,0.007905394,Lung cancer,ieu-a-966,"IVD_T cell, CD4, naive TREG_Lung cancer_ieu-a-966",0.975713319,0.992199272,0.975713
"IREB2_Monocyte, classical",IREB2,"Monocyte, classical",1,-0.214717649,0.019352208,NA,NA,1.32E-28,NA,NA,NA,NA,NA,NA,NA,-0.252647976,-0.176787322,0.8067692,0.776741265,0.837957981,6.77E-25,Lung cancer,ieu-a-966,"IREB2_Monocyte, classical_Lung cancer_ieu-a-966",0.970308997,1,0.970309
"MLTK_T cell, CD4, memory TREG",MLTK,"T cell, CD4, memory TREG",1,0.095369061,0.022934871,NA,NA,3.21E-05,NA,NA,NA,NA,NA,NA,NA,0.050416715,0.140321408,1.100064771,1.051709268,1.150643565,0.021325663,Lung cancer,ieu-a-966,"MLTK_T cell, CD4, memory TREG_Lung cancer_ieu-a-966",0.798691953,0.769043056,0.912801
"RAD52_T cell, CD4, naive TREG",RAD52,"T cell, CD4, naive TREG",1,0.095098477,0.021288188,NA,NA,7.93E-06,NA,NA,NA,NA,NA,NA,NA,0.053373628,0.136823326,1.099767152,1.054823684,1.146625552,0.007905394,Lung cancer,ieu-a-966,"RAD52_T cell, CD4, naive TREG_Lung cancer_ieu-a-966",0.000826955,1,0.000826955
"RAD52_T cell, CD4, naive",RAD52,"T cell, CD4, naive",1,0.095193384,0.021309433,NA,NA,7.93E-06,NA,NA,NA,NA,NA,NA,NA,0.053426894,0.136959874,1.099871532,1.054879871,1.146782131,0.007905394,Lung cancer,ieu-a-966,"RAD52_T cell, CD4, naive_Lung cancer_ieu-a-966",0.000856869,1,0.000856869
"HLA-W_T cell, CD8, naive",HLA-W,"T cell, CD8, naive",1,0.118545781,0.026881934,NA,NA,1.03E-05,NA,NA,NA,NA,NA,NA,NA,0.065857191,0.171234371,1.125858416,1.068074176,1.18676886,0.009629669,Lung cancer,ieu-a-966,"HLA-W_T cell, CD8, naive_Lung cancer_ieu-a-966",0.01504817,0.9024639,1
"FADS1_T cell, CD4, TFH",FADS1,"T cell, CD4, TFH",1,-0.072722423,0.018275962,NA,NA,6.92E-05,NA,NA,NA,NA,NA,NA,NA,-0.108543309,-0.036901537,0.929858901,0.897140039,0.963771026,0.04024714,Lung cancer,ieu-a-966,"FADS1_T cell, CD4, TFH_Lung cancer_ieu-a-966",0.000125724,1,1
"IREB2_T cell, CD4, TH17",IREB2,"T cell, CD4, TH17",1,-0.220014938,0.020027378,NA,NA,4.48E-28,NA,NA,NA,NA,NA,NA,NA,-0.259268598,-0.180761278,0.80250681,0.771615741,0.834634581,1.25E-24,Lung cancer,ieu-a-966,"IREB2_T cell, CD4, TH17_Lung cancer_ieu-a-966",0.960745771,1,0.960746
"IREB2_T cell, CD4, TH2",IREB2,"T cell, CD4, TH2",1,-0.234227814,0.021321138,NA,NA,4.48E-28,NA,NA,NA,NA,NA,NA,NA,-0.276017244,-0.192438383,0.791181553,0.758799846,0.824945147,1.25E-24,Lung cancer,ieu-a-966,"IREB2_T cell, CD4, TH2_Lung cancer_ieu-a-966",0.960793603,1,0.960794
"ZFP57_Monocyte, classical",ZFP57,"Monocyte, classical",1,0.082960649,0.019200882,NA,NA,1.56E-05,NA,NA,NA,NA,NA,NA,NA,0.04532692,0.120594377,1.086499052,1.046369884,1.128167209,0.010861773,Lung cancer,ieu-a-966,"ZFP57_Monocyte, classical_Lung cancer_ieu-a-966",0.951400712,0.986712436,0.951401
"MOG_NK cell, CD56dim CD16+",MOG,"NK cell, CD56dim CD16+",1,0.084575869,0.019574718,NA,NA,1.56E-05,NA,NA,NA,NA,NA,NA,NA,0.046209423,0.122942316,1.088255406,1.047293715,1.130819188,0.010861773,Lung cancer,ieu-a-966,"MOG_NK cell, CD56dim CD16+_Lung cancer_ieu-a-966",0.013831172,0.986712436,1
"MOG_T cell, CD4, memory TREG",MOG,"T cell, CD4, memory TREG",1,0.096148345,0.022253117,NA,NA,1.56E-05,NA,NA,NA,NA,NA,NA,NA,0.052532236,0.139764454,1.100922369,1.053936537,1.150002889,0.010861773,Lung cancer,ieu-a-966,"MOG_T cell, CD4, memory TREG_Lung cancer_ieu-a-966",0.947812668,0.986712436,0.947813
"CYP21A2_T cell, CD4, TH2",CYP21A2,"T cell, CD4, TH2",1,0.102475691,0.021188668,NA,NA,1.32E-06,NA,NA,NA,NA,NA,NA,NA,0.060945902,0.14400548,1.10791037,1.062841416,1.154890437,0.001846855,Lung cancer,ieu-a-966,"CYP21A2_T cell, CD4, TH2_Lung cancer_ieu-a-966",0.001655145,0.98697668,1
"CYP21A2_T cell, CD4, naive",CYP21A2,"T cell, CD4, naive",1,0.100120654,0.020701722,NA,NA,1.32E-06,NA,NA,NA,NA,NA,NA,NA,0.059545279,0.140696029,1.105304269,1.061353817,1.151074702,0.001846855,Lung cancer,ieu-a-966,"CYP21A2_T cell, CD4, naive_Lung cancer_ieu-a-966",0.930377531,0.98697668,0.930378
"ZSCAN29_T cell, CD8, naive",ZSCAN29,"T cell, CD8, naive",1,0.091992742,0.022869752,NA,NA,5.76E-05,NA,NA,NA,NA,NA,NA,NA,0.047168027,0.136817456,1.096356864,1.048298137,1.146618821,0.036558214,Lung cancer,ieu-a-966,"ZSCAN29_T cell, CD8, naive_Lung cancer_ieu-a-966",0.048909764,1,0.939182
"GBAP1_T cell, CD4, TH17",GBAP1,"T cell, CD4, TH17",1,-0.085425765,0.017315567,NA,NA,8.08E-07,NA,NA,NA,NA,NA,NA,NA,-0.119364276,-0.051487253,0.918121298,0.887484453,0.949815757,0.001611622,Lung cancer,ieu-a-966,"GBAP1_T cell, CD4, TH17_Lung cancer_ieu-a-966",0.989325726,1,0.989326
"GABBR1_NK cell, CD56dim CD16+",GABBR1,"NK cell, CD56dim CD16+",1,0.098034162,0.022689359,NA,NA,1.56E-05,NA,NA,NA,NA,NA,NA,NA,0.053563018,0.142505306,1.103000465,1.055023475,1.153159199,0.010861773,Lung cancer,ieu-a-966,"GABBR1_NK cell, CD56dim CD16+_Lung cancer_ieu-a-966",0.013831119,1,1
"GBAP1_NK cell, CD56dim CD16+",GBAP1,"NK cell, CD56dim CD16+",1,-0.094442035,0.019378237,NA,NA,1.10E-06,NA,NA,NA,NA,NA,NA,NA,-0.132423379,-0.056460691,0.909880474,0.875970049,0.945103635,0.001846855,Lung cancer,ieu-a-966,"GBAP1_NK cell, CD56dim CD16+_Lung cancer_ieu-a-966",0.976928064,1,0.976928
"IREB2_T cell, CD4, TH1 TH17",IREB2,"T cell, CD4, TH1 TH17",1,-0.215580895,0.019444893,NA,NA,1.45E-28,NA,NA,NA,NA,NA,NA,NA,-0.253692885,-0.177468905,0.80607306,0.775930065,0.837387037,6.77E-25,Lung cancer,ieu-a-966,"IREB2_T cell, CD4, TH1 TH17_Lung cancer_ieu-a-966",0.000723317,0.996091826,0.000723317
"IREB2_B cell, naive",IREB2,"B cell, naive",1,-0.244755742,0.021739293,NA,NA,2.10E-29,NA,NA,NA,NA,NA,NA,NA,-0.287364756,-0.202146727,0.782895744,0.750238025,0.816975047,2.93E-25,Lung cancer,ieu-a-966,"IREB2_B cell, naive_Lung cancer_ieu-a-966",0.094328083,1,1
"IVD_T cell, CD8, naive",IVD,"T cell, CD8, naive",1,-0.091925109,0.020936897,NA,NA,1.13E-05,NA,NA,NA,NA,NA,NA,NA,-0.132961426,-0.050888791,0.912173461,0.875498863,0.950384356,0.009867056,Lung cancer,ieu-a-966,"IVD_T cell, CD8, naive_Lung cancer_ieu-a-966",0.958394258,1,0.958394
"ZSCAN29_T cell, CD4, TH1",ZSCAN29,"T cell, CD4, TH1",1,0.103554698,0.025946878,NA,NA,6.58E-05,NA,NA,NA,NA,NA,NA,NA,0.052698817,0.154410578,1.109106457,1.054112117,1.16696992,0.039944578,Lung cancer,ieu-a-966,"ZSCAN29_T cell, CD4, TH1_Lung cancer_ieu-a-966",0.674762577,1,0.874452
"RP11-650L12.2_Monocyte, non-classical",RP11-650L12.2,"Monocyte, non-classical",1,-0.096134827,0.020206097,NA,NA,1.96E-06,NA,NA,NA,NA,NA,NA,NA,-0.135738777,-0.056530876,0.908341539,0.873070669,0.945037305,0.002485743,Lung cancer,ieu-a-966,"RP11-650L12.2_Monocyte, non-classical_Lung cancer_ieu-a-966",0.263099923,0.991526029,1
"CHRNA5_Monocyte, classical",CHRNA5,"Monocyte, classical",1,-0.149052627,0.019383515,NA,NA,1.48E-14,NA,NA,NA,NA,NA,NA,NA,-0.187044317,-0.111060938,0.861523774,0.829406979,0.894884215,3.43E-11,Lung cancer,ieu-a-966,"CHRNA5_Monocyte, classical_Lung cancer_ieu-a-966",0.970309131,1,0.970309
"BNC2_NK cell, CD56dim CD16+",BNC2,"NK cell, CD56dim CD16+",1,0.157479176,0.015426766,NA,NA,1.82E-24,NA,NA,NA,NA,NA,NA,NA,0.127242715,0.187715637,1.170556382,1.135692634,1.206490385,2.68E-20,Ovarian cancer,ieu-a-1120,"BNC2_NK cell, CD56dim CD16+_Ovarian cancer_ieu-a-1120",0.037003932,0.987960457,0.0370039
"TTC28_Monocyte, classical",TTC28,"Monocyte, classical",1,-0.066483909,0.016355517,NA,NA,4.80E-05,NA,NA,NA,NA,NA,NA,NA,-0.098540722,-0.034427095,0.935677972,0.906158792,0.966158775,0.00551656,Ovarian cancer,ieu-a-1120,"TTC28_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.443353876,NA,0.871135
"LRRC37A4P_Monocyte, classical",LRRC37A4P,"Monocyte, classical",1,-0.093151299,0.013031272,NA,NA,8.79E-13,NA,NA,NA,NA,NA,NA,NA,-0.118692593,-0.067610006,0.911055648,0.888080761,0.934624901,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.248721066,1,1
"LRRC37A4P_T cell, CD4, TFH",LRRC37A4P,"T cell, CD4, TFH",1,-0.094519933,0.013222735,NA,NA,8.79E-13,NA,NA,NA,NA,NA,NA,NA,-0.120436494,-0.068603372,0.909809599,0.886533385,0.933696937,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD4, TFH_Ovarian cancer_ieu-a-1120",0.252469015,1,1
"LRRC37A4P_T cell, CD4, TH1 TH17",LRRC37A4P,"T cell, CD4, TH1 TH17",1,-0.093624999,0.01309754,NA,NA,8.79E-13,NA,NA,NA,NA,NA,NA,NA,-0.119296176,-0.067953821,0.910624184,0.887544892,0.934303618,7.42E-10,Ovarian cancer,ieu-a-1120,"LRRC37A4P_T cell, CD4, TH1 TH17_Ovarian cancer_ieu-a-1120",0.271971885,1,0.99454
"TTC28_B cell, naive",TTC28,"B cell, naive",1,-0.064075109,0.016309022,NA,NA,8.54E-05,NA,NA,NA,NA,NA,NA,NA,-0.096040792,-0.032109425,0.93793455,0.908426958,0.96840061,0.009650297,Ovarian cancer,ieu-a-1120,"TTC28_B cell, naive_Ovarian cancer_ieu-a-1120",0.313030684,0.989344537,0.947449
"ABO_Monocyte, non-classical",ABO,"Monocyte, non-classical",1,-0.06407271,0.01471354,NA,NA,1.33E-05,NA,NA,NA,NA,NA,NA,NA,-0.092911249,-0.035234172,0.9379368,0.911274374,0.965379325,0.001566752,Ovarian cancer,ieu-a-1120,"ABO_Monocyte, non-classical_Ovarian cancer_ieu-a-1120",0.192828208,1,0.207303
"PRC1-AS1_Monocyte, classical",PRC1-AS1,"Monocyte, classical",1,0.100346955,0.019867486,NA,NA,4.40E-07,NA,NA,NA,NA,NA,NA,NA,0.061406683,0.139287226,1.105554429,1.063331265,1.149454206,5.93E-05,Ovarian cancer,ieu-a-1120,"PRC1-AS1_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.907991849,1,0.907992
"PRC1-AS1_T cell, CD8, naive",PRC1-AS1,"T cell, CD8, naive",1,0.1025565,0.020304949,NA,NA,4.40E-07,NA,NA,NA,NA,NA,NA,NA,0.0627588,0.142354199,1.107999902,1.064769986,1.152984963,5.93E-05,Ovarian cancer,ieu-a-1120,"PRC1-AS1_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.885707523,1,0.885708
"RCCD1_T cell, CD4, TH1",RCCD1,"T cell, CD4, TH1",1,-0.105427351,0.020873343,NA,NA,4.40E-07,NA,NA,NA,NA,NA,NA,NA,-0.146339103,-0.064515599,0.89993985,0.863864715,0.93752149,5.93E-05,Ovarian cancer,ieu-a-1120,"RCCD1_T cell, CD4, TH1_Ovarian cancer_ieu-a-1120",0.967726791,1,0.967727
"HOXB2_NK cell, CD56dim CD16+",HOXB2,"NK cell, CD56dim CD16+",1,-0.096175951,0.018684117,NA,NA,2.64E-07,NA,NA,NA,NA,NA,NA,NA,-0.132796819,-0.059555082,0.908304185,0.875642988,0.942183635,3.73E-05,Ovarian cancer,ieu-a-1120,"HOXB2_NK cell, CD56dim CD16+_Ovarian cancer_ieu-a-1120",0.042505758,1,0.540404
"RP5-1021I20.1_T cell, CD4, TFH",RP5-1021I20.1,"T cell, CD4, TFH",1,0.059751011,0.015659013,NA,NA,0.000135765,NA,NA,NA,NA,NA,NA,NA,0.029059344,0.090442677,1.061572193,1.029485687,1.094658757,0.014889609,Ovarian cancer,ieu-a-1120,"RP5-1021I20.1_T cell, CD4, TFH_Ovarian cancer_ieu-a-1120",0.01072371,0.933745353,0.497545
"RP5-1021I20.1_T cell, CD4, TH2",RP5-1021I20.1,"T cell, CD4, TH2",1,0.061246918,0.016051048,NA,NA,0.000135765,NA,NA,NA,NA,NA,NA,NA,0.029786865,0.092706972,1.063161396,1.030234931,1.097140195,0.014889609,Ovarian cancer,ieu-a-1120,"RP5-1021I20.1_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.013810297,0.933745353,0.903246
"RP5-1021I20.1_T cell, CD4, TH1 TH17",RP5-1021I20.1,"T cell, CD4, TH1 TH17",1,0.063257152,0.016577872,NA,NA,0.000135765,NA,NA,NA,NA,NA,NA,NA,0.030764523,0.09574978,1.065300748,1.031242641,1.100483667,0.014889609,Ovarian cancer,ieu-a-1120,"RP5-1021I20.1_T cell, CD4, TH1 TH17_Ovarian cancer_ieu-a-1120",0.010159174,0.933745353,0.917591
"TTC28_Monocyte, non-classical",TTC28,"Monocyte, non-classical",1,-0.06769598,0.017434104,NA,NA,0.000103191,NA,NA,NA,NA,NA,NA,NA,-0.101866823,-0.033525136,0.934544551,0.903149822,0.967030604,0.01157633,Ovarian cancer,ieu-a-1120,"TTC28_Monocyte, non-classical_Ovarian cancer_ieu-a-1120",0.31689938,1,0.921133
"ARL17A_Monocyte, classical",ARL17A,"Monocyte, classical",1,0.076734147,0.01554189,NA,NA,7.92E-07,NA,NA,NA,NA,NA,NA,NA,0.046272044,0.107196251,1.079754982,1.0473593,1.11315269,9.39E-05,Ovarian cancer,ieu-a-1120,"ARL17A_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.248890009,0.782876349,1
"RP11-259G18.3_Monocyte, classical",RP11-259G18.3,"Monocyte, classical",1,0.113131376,0.016990503,NA,NA,2.77E-11,NA,NA,NA,NA,NA,NA,NA,0.079829991,0.146432761,1.119779035,1.083102914,1.157697085,5.13E-09,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.781723667,0.988568856,0.816666
"RCCD1_T cell, CD4, TH17",RCCD1,"T cell, CD4, TH17",1,-0.10079209,0.020290321,NA,NA,6.78E-07,NA,NA,NA,NA,NA,NA,NA,-0.140561118,-0.061023062,0.904120989,0.86887056,0.940801543,8.59E-05,Ovarian cancer,ieu-a-1120,"RCCD1_T cell, CD4, TH17_Ovarian cancer_ieu-a-1120",0.965822485,1,0.965822
"COPZ2_Monocyte, classical",COPZ2,"Monocyte, classical",1,0.056782753,0.013758295,NA,NA,3.67E-05,NA,NA,NA,NA,NA,NA,NA,0.029816495,0.083749011,1.058425845,1.030265458,1.087355945,0.004249839,Ovarian cancer,ieu-a-1120,"COPZ2_Monocyte, classical_Ovarian cancer_ieu-a-1120",3.19E-11,0.861646206,1
